training_block.thisN,key_resp_21.rt,prod_image2_location,key_resp_23.rt,key_resp_19.keys,alt_image2_location,key_resp_4.keys,textbox_5.text,pretraining_plus_test.thisN,session,pretraining_loop.ran,stem,participant,file,key_resp_22.keys,key_resp_9.keys,demo_info.thisTrialN,key_resp_3.rt,key_resp_31.rt,textbox_7.text,alt_image2_size,forced_choice_block.thisN,prod_resp.text,__participant,production_block.thisN,production_block.ran,comp_label2_location,consent_resp_5.keys,key_resp_22.rt,key_resp_31.keys,test_loop.thisRepN,comp_image_location,suffix,prod_label,consent_resp_3.keys,consent_resp_2.rt,consent_resp_6.keys,key_resp_9.rt,image1,production_block.thisTrialN,key_resp_4.rt,pretraining_loop.thisN,key_resp_16.keys,key_resp_10.rt,prod_image2,consent_resp_6.rt,psychopyVersion,training_block.thisTrialN,pretraining_loop.thisIndex,production_block.thisIndex,pretraining_plus_test.ran,test_loop.thisIndex,image_size,key_resp_18.keys,consent_resp_4.rt,key_resp_26.rt,pretraining_loop.thisRepN,label,key_resp_20.rt,filepath,pretraining_plus_test.thisIndex,key_resp_3.keys,key_resp_20.keys,test_loop.thisN,prod_image2_size,key_resp_19.rt,training_block.thisRepN,frameRate,prod_condition,label1,pretraining,image_location,demo_info.ran,key_resp_23.keys,production_block.thisRepN,alt_image2,key_resp_15.keys,key_resp_16.rt,demo_info.thisIndex,key_resp_27.keys,alt_image1_location,comp_label1_location,suffix1,key_resp_21.keys,textbox_10.text,__session,key_resp_17.rt,demo_info.thisRepN,key_resp_13.rt,experiment_start_resp.rt,key_resp_11.rt,pretraining_loop.thisTrialN,alt_image1_size,training_block.thisIndex,key_resp_26.keys,forced_choice_block.thisTrialN,key_resp_28.rt,key_resp_14.keys,key_resp_30.rt,key_resp_29.keys,__datetime,consent_resp_5.rt,comp_condition_suffix,OS,comp_condition_stem,__experimentName,key_resp_13.keys,consent_resp_2.keys,key_resp_15.rt,key_resp_14.rt,key_resp_30.keys,experiment_start_resp.keys,pretraining_plus_test.thisRepN,stem_filename,label2,key_resp_27.rt,training_block.ran,comp_image,date,textbox_6.text,textbox_9.text,key_resp_10.keys,key_resp_29.rt,condition,key_resp_28.keys,test_loop.ran,alt_image1,consent_resp_3.rt,demo_info.thisN,consent_resp.rt,forced_choice_block.ran,forced_choice_block.thisRepN,comp_image_size,consent_resp_4.keys,key_resp_5.keys,pretraining_plus_test.thisTrialN,expName,suffix2,key_resp_5.rt,test_loop.thisTrialN,key_resp_18.rt,consent_resp.keys,forced_choice_block.thisIndex,key_resp_11.keys,key_resp_17.keys,textbox.text,prod_image1
﻿,,,,,,,,,001,1,kora,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,51,,,,,2022.2.5,,2,,,,"['0.35', '0.35']",,,,4,kora,"[1.211999999999989,1.4279999999998836,2.0299999999999727,2.1949999999999363,2.3899999999998727,2.5729999999998654,2.696999999999889,2.9269999999999072,3.1130000000000564]",stems_all/3.PNG,,,"[""p"",""i"",""backspace"",""backspace"",""k"",""o"",""r"",""a"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,3,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,kora,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bani,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,52,,,,,2022.2.5,,5,,,,"['0.35', '0.35']",,,,4,bani,"[1.33400000000006,1.522000000000162,1.6200000000001182,1.8020000000001346,2.1110000000001037]",stems_all/6.PNG,,,"[""b"",""a"",""n"",""i"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,4,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bani,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bin,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,53,,,,,2022.2.5,,10,,,,"['0.35', '0.35']",,,,4,bin,"[0.7690000000000055,0.9679999999998472,1.1669999999999163,1.433999999999969]",stems_all/11.PNG,,,"[""b"",""i"",""n"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,5,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bin,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,berko,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,54,,,,,2022.2.5,,1,,,,"['0.35', '0.35']",,,,4,berko,"[2.1749999999999545,2.3049999999998363,2.4869999999998527,2.592999999999847,2.770999999999958,3.0949999999998]",stems_all/2.PNG,,,"[""b"",""e"",""r"",""k"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,6,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,berko,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,chool,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,55,,,,,2022.2.5,,6,,,,"['0.35', '0.35']",,,,4,chool,"[1.06899999999996,1.2010000000000218,1.433999999999969,1.6050000000000182,1.8099999999999454,2.0750000000000455]",stems_all/7.PNG,,,"[""c"",""h"",""o"",""o"",""l"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,7,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,chool,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,kudom,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,56,,,,,2022.2.5,,7,,,,"['0.35', '0.35']",,,,4,kudom,"[0.9049999999999727,1.3869999999999436,1.5550000000000637,1.6579999999999018,1.856999999999971,2.1790000000000873]",stems_all/8.PNG,,,"[""k"",""u"",""d"",""o"",""m"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,8,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,kudom,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,vorke,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,57,,,,,2022.2.5,,9,,,,"['0.35', '0.35']",,,,4,vorke,"[1.183999999999969,1.3179999999999836,1.4510000000000218,1.5750000000000455,1.6720000000000255,1.8730000000000473]",stems_all/10.PNG,,,"[""v"",""o"",""r"",""k"",""e"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,9,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,vorke,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,mero,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,58,,,,,2022.2.5,,11,,,,"['0.35', '0.35']",,,,4,mero,"[1.0069999999998345,1.1769999999999072,1.3299999999999272,1.405999999999949,1.6019999999998618]",stems_all/12.PNG,,,"[""m"",""e"",""r"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,10,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,mero,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,pipa,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,59,,,,,2022.2.5,,4,,,,"['0.35', '0.35']",,,,4,pipa,"[2.1230000000000473,2.354000000000042,2.5570000000000164,2.811000000000149,3.012000000000171]",stems_all/5.PNG,,,"[""p"",""i"",""p"",""a"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,11,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,pipa,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,15.006000000000085,,,,,,,,001,,berko,58680,,return,,,,,,,,,720012,,,,,0.6030000000000655,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,1,"['0.35', '0.35']",,,,,berko,,stems_all/2.PNG,,,,0,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"berko
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,0,,,,,,,
﻿,1.4170000000001437,,,,,,,,001,,bin,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,10,"['0.35', '0.35']",,,,,bin,,stems_all/11.PNG,,,,1,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"bin
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,1,,,,,,,
﻿,3.810999999999922,,,,,,,,001,,bal,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,0,"['0.35', '0.35']",,,,,bal,,stems_all/1.PNG,,,,2,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"bal
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,2,,,,,,,
﻿,1.9519999999999982,,,,,,,,001,,mero,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,11,"['0.35', '0.35']",,,,,mero,,stems_all/12.PNG,,,,3,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"mero
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,3,,,,,,,
﻿,2.1820000000000164,,,,,,,,001,,bani,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,5,"['0.35', '0.35']",,,,,bani,,stems_all/6.PNG,,,,4,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"bani
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,4,,,,,,,
﻿,3.5550000000000637,,,,,,,,001,,nako,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,3,"['0.35', '0.35']",,,,,nako,,stems_all/4.PNG,,,,5,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"nako
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,5,,,,,,,
﻿,3.1520000000000437,,,,,,,,001,,kudom,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,7,"['0.35', '0.35']",,,,,kudom,,stems_all/8.PNG,,,,6,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"kudom
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,6,,,,,,,
﻿,2.854000000000042,,,,,,,,001,,kora,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,2,"['0.35', '0.35']",,,,,kora,,stems_all/3.PNG,,,,7,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"kora
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,7,,,,,,,
﻿,1.9759999999998854,,,,,,,,001,,pipa,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,4,"['0.35', '0.35']",,,,,pipa,,stems_all/5.PNG,,,,8,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"pipa
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,8,,,,,,,
﻿,2.201000000000022,,,,,,,,001,,chool,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,6,"['0.35', '0.35']",,,,,chool,,stems_all/7.PNG,,,,9,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"chool
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,9,,,,,,,
﻿,2.258000000000038,,,,,,,,001,,osto,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,8,"['0.35', '0.35']",,,,,osto,,stems_all/9.PNG,,,,10,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"osto
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,10,,,,,,,
﻿,2.826000000000022,,,,,,,,001,,vorke,58680,,,,,,,,,,,720012,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,9,"['0.35', '0.35']",,,,,vorke,,stems_all/10.PNG,,,,11,,,,66.66666666666667,,,,,,,,,,,,,,,,return,"vorke
",001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,,,,,,1,,,,,,,,,,,generalizability_mini,,,11,,,,,,,
﻿,,,11.721000000000004,,,,,3,001,,,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,1,,,,,,,,,,0,,,,,,,66.66666666666667,,,,,,return,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,3,,,,,,2024-04-08_10h48.14.570,,,,,,,,,,,,,,,,,0,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,osto,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,0,,,,,2022.2.5,,8,,,,"['0.35', '0.35']",,,,0,osto,"[0.9359999999999218,1.0519999999999072,1.4379999999998745,1.6399999999998727,1.946999999999889]",stems_all/9.PNG,,,"[""o"",""s"",""t"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,0,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,osto,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,nako,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,1,,,,,2022.2.5,,3,,,,"['0.35', '0.35']",,,,0,nako,"[2.186999999999898,2.336999999999989,2.4570000000001073,2.673999999999978,3.3230000000000928]",stems_all/4.PNG,,,"[""n"",""a"",""k"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,1,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,nako,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,mero,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,2,,,,,2022.2.5,,11,,,,"['0.35', '0.35']",,,,0,mero,"[2.1800000000000637,2.3019999999999072,2.413000000000011,3.0950000000000273,3.2359999999998763,3.4149999999999636,4.644999999999982]",stems_all/12.PNG,,,"[""m"",""e"",""o"",""backspace"",""r"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,2,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,mero,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,pipa,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,3,,,,,2022.2.5,,4,,,,"['0.35', '0.35']",,,,0,pipa,"[1.9359999999999218,2.2390000000000327,3.0370000000000346,3.1369999999999436,3.421000000000049]",stems_all/5.PNG,,,"[""p"",""i"",""p"",""a"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,3,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,pipa,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,berko,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,4,,,,,2022.2.5,,1,,,,"['0.35', '0.35']",,,,0,berko,"[2.1690000000000964,2.316000000000031,2.4720000000002074,2.561000000000149,2.729000000000042,3.115000000000009]",stems_all/2.PNG,,,"[""b"",""e"",""r"",""k"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,4,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,berko,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bal,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,5,,,,,2022.2.5,,0,,,,"['0.35', '0.35']",,,,0,bal,"[1.043999999999869,1.211999999999989,1.4559999999999036,1.8799999999998818]",stems_all/1.PNG,,,"[""b"",""a"",""l"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,5,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bal,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bani,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,6,,,,,2022.2.5,,5,,,,"['0.35', '0.35']",,,,0,bani,"[1.2329999999999472,1.3429999999998472,1.4329999999999927,1.63799999999992,1.9610000000000127]",stems_all/6.PNG,,,"[""b"",""a"",""n"",""i"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,6,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bani,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,vorke,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,7,,,,,2022.2.5,,9,,,,"['0.35', '0.35']",,,,0,vorke,"[1.1010000000001128,1.1710000000000491,1.3350000000000364,1.4580000000000837,1.7550000000001091,1.9090000000001055,2.038000000000011,2.5260000000000673,2.6539999999999964,2.824000000000069,3.2210000000000036,3.5820000000001073]",stems_all/10.PNG,,,"[""v"",""e"",""r"",""k"",""backspace"",""backspace"",""backspace"",""o"",""r"",""k"",""e"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,7,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,vorke,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,kora,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,8,,,,,2022.2.5,,2,,,,"['0.35', '0.35']",,,,0,kora,"[2.0039999999999054,2.1959999999999127,2.441000000000031,2.703999999999951,2.839999999999918]",stems_all/3.PNG,,,"[""k"",""o"",""r"",""a"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,8,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,kora,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,chool,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,9,,,,,2022.2.5,,6,,,,"['0.35', '0.35']",,,,0,chool,"[1.1109999999998763,1.27599999999984,1.474999999999909,1.6239999999997963,1.8479999999999563,2.1009999999998854]",stems_all/7.PNG,,,"[""c"",""h"",""o"",""o"",""l"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,9,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,chool,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bin,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,10,,,,,2022.2.5,,10,,,,"['0.35', '0.35']",,,,0,bin,"[0.8389999999999418,0.9979999999998199,1.1949999999999363,1.4939999999999145]",stems_all/11.PNG,,,"[""b"",""i"",""n"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,10,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bin,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,kudom,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,11,,,,,2022.2.5,,7,,,,"['0.35', '0.35']",,,,0,kudom,"[1.6089999999999236,1.8019999999999072,1.9210000000000491,2.05600000000004,2.257000000000062,3.2200000000000273]",stems_all/8.PNG,,,"[""k"",""u"",""d"",""o"",""m"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,11,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,kudom,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bani,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,12,,,,,2022.2.5,,5,,,,"['0.35', '0.35']",,,,1,bani,"[0.9729999999999563,1.1019999999998618,1.227999999999838,1.4989999999997963,1.8899999999998727]",stems_all/6.PNG,,,"[""b"",""a"",""n"",""i"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,0,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bani,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,chool,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,13,,,,,2022.2.5,,6,,,,"['0.35', '0.35']",,,,1,chool,"[0.8679999999999382,0.9690000000000509,1.1890000000000782,1.3640000000000327,1.5229999999999109,1.7519999999999527]",stems_all/7.PNG,,,"[""c"",""h"",""o"",""o"",""l"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,1,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,chool,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,kudom,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,14,,,,,2022.2.5,,7,,,,"['0.35', '0.35']",,,,1,kudom,"[1.1219999999998436,1.34699999999998,1.4679999999998472,1.5799999999999272,1.7719999999999345,2.0549999999998363]",stems_all/8.PNG,,,"[""k"",""u"",""d"",""o"",""m"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,2,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,kudom,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,osto,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,15,,,,,2022.2.5,,8,,,,"['0.35', '0.35']",,,,1,osto,"[1.084999999999809,1.1849999999999454,1.4519999999999982,1.5769999999999982,1.8599999999999]",stems_all/9.PNG,,,"[""o"",""s"",""t"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,3,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,osto,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,mero,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,16,,,,,2022.2.5,,11,,,,"['0.35', '0.35']",,,,1,mero,"[1.25,1.4559999999999036,1.5550000000000637,1.9529999999999745,2.1399999999998727,2.3240000000002965,2.8029999999998836,2.9329999999999927,3.3989999999998872]",stems_all/12.PNG,,,"[""m"",""o"",""r"",""backspace"",""backspace"",""e"",""r"",""o"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,4,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,mero,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,vorke,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,17,,,,,2022.2.5,,9,,,,"['0.35', '0.35']",,,,1,vorke,"[3.15300000000002,3.2210000000000036,3.3910000000000764,3.508000000000038,3.588999999999942,3.824000000000069]",stems_all/10.PNG,,,"[""v"",""o"",""r"",""k"",""e"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,5,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,vorke,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bin,58680,,,,,,,,,,,720012,,,,,,,,,,,,,,,,,,18,,,,,2022.2.5,,10,,,,"['0.35', '0.35']",,,,1,bin,"[0.8369999999999891,1.0709999999999127,1.27599999999984,1.5270000000000437]",stems_all/11.PNG,,,"[""b"",""i"",""n"",""return""]",,,,,66.66666666666667,,,,,,,,,,,,,,,,,,001,,,,,,6,,,,,,,,,2024-04-08_10h47.53.654,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-04-08_10h48.14.570,,bin,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
